Country,Year,Month,Day,Weekday,Name,Type,Date
FR,2016,11,11,Friday,Armistice Day,National holiday,2016-11-11
FR,2016,12,25,Sunday,Christmas Day,National holiday,2016-12-25
FR,2016,12,26,Monday,St Stephen's Day,Local holiday,2016-12-26
FR,2015,1,1,Thursday,New Year's Day,National holiday,2015-1-1
FR,2015,4,3,Friday,Good Friday,Local holiday,2015-4-3
FR,2015,4,6,Monday,Easter Monday,National holiday,2015-4-6
FR,2015,5,1,Friday,Labor Day / May Day,National holiday,2015-5-1
FR,2015,5,8,Friday,WWII Victory Day,National holiday,2015-5-8
FR,2015,5,14,Thursday,Ascension Day,National holiday,2015-5-14
FR,2015,5,25,Monday,Whit Monday,National holiday,2015-5-25
FR,2015,7,14,Tuesday,Bastille Day,National holiday,2015-7-14
FR,2015,8,15,Saturday,Assumption of Mary,National holiday,2015-8-15
FR,2015,11,1,Sunday,All Saints' Day,National holiday,2015-11-1
FR,2015,11,11,Wednesday,Armistice Day,National holiday,2015-11-11
FR,2015,12,25,Friday,Christmas Day,National holiday,2015-12-25
FR,2015,12,26,Saturday,St Stephen's Day,Local holiday,2015-12-26
FR,2014,1,1,Wednesday,New Year's Day,National holiday,2014-1-1
FR,2014,4,18,Friday,Good Friday,Local holiday,2014-4-18
FR,2014,4,21,Monday,Easter Monday,National holiday,2014-4-21
FR,2014,5,1,Thursday,Labor Day / May Day,National holiday,2014-5-1
FR,2014,5,8,Thursday,WWII Victory Day,National holiday,2014-5-8
FR,2014,5,29,Thursday,Ascension Day,National holiday,2014-5-29
FR,2014,6,9,Monday,Whit Monday,National holiday,2014-6-9
FR,2014,7,14,Monday,Bastille Day,National holiday,2014-7-14
FR,2014,8,15,Friday,Assumption of Mary,National holiday,2014-8-15
FR,2014,11,1,Saturday,All Saints' Day,National holiday,2014-11-1
FR,2014,11,11,Tuesday,Armistice Day,National holiday,2014-11-11
FR,2014,12,25,Thursday,Christmas Day,National holiday,2014-12-25
FR,2014,12,26,Friday,St Stephen's Day,Local holiday,2014-12-26
FR,2013,1,1,Tuesday,New Year's Day,National holiday,2013-1-1
FR,2013,3,29,Friday,Good Friday,Local holiday,2013-3-29
FR,2013,4,1,Monday,Easter Monday,National holiday,2013-4-1
FR,2013,5,1,Wednesday,Labor Day / May Day,National holiday,2013-5-1
FR,2013,5,8,Wednesday,WWII Victory Day,National holiday,2013-5-8
FR,2013,5,9,Thursday,Ascension Day,National holiday,2013-5-9
FR,2013,5,20,Monday,Whit Monday,National holiday,2013-5-20
FR,2013,7,14,Sunday,Bastille Day,National holiday,2013-7-14
FR,2013,8,15,Thursday,Assumption of Mary,National holiday,2013-8-15
FR,2013,11,1,Friday,All Saints' Day,National holiday,2013-11-1
FR,2013,11,11,Monday,Armistice Day,National holiday,2013-11-11
FR,2013,12,25,Wednesday,Christmas Day,National holiday,2013-12-25
FR,2013,12,26,Thursday,St Stephen's Day,Local holiday,2013-12-26
FR,2012,1,1,Sunday,New Year's Day,National holiday,2012-1-1
FR,2012,4,6,Friday,Good Friday,Local holiday,2012-4-6
FR,2012,4,9,Monday,Easter Monday,National holiday,2012-4-9
FR,2012,5,1,Tuesday,Labor Day / May Day,National holiday,2012-5-1
FR,2012,5,8,Tuesday,WWII Victory Day,National holiday,2012-5-8
FR,2012,5,17,Thursday,Ascension Day,National holiday,2012-5-17
FR,2012,5,28,Monday,Whit Monday,National holiday,2012-5-28
FR,2012,7,14,Saturday,Bastille Day,National holiday,2012-7-14
FR,2012,8,15,Wednesday,Assumption of Mary,National holiday,2012-8-15
FR,2012,11,1,Thursday,All Saints' Day,National holiday,2012-11-1
FR,2012,11,11,Sunday,Armistice Day,National holiday,2012-11-11
FR,2012,12,25,Tuesday,Christmas Day,National holiday,2012-12-25
FR,2012,12,26,Wednesday,St Stephen's Day,Local holiday,2012-12-26
FR,2011,1,1,Saturday,New Year's Day,National holiday,2011-1-1
FR,2011,4,22,Friday,Good Friday,Local holiday,2011-4-22
FR,2011,4,25,Monday,Easter Monday,National holiday,2011-4-25
FR,2011,5,1,Sunday,Labor Day / May Day,National holiday,2011-5-1
FR,2011,5,8,Sunday,WWII Victory Day,National holiday,2011-5-8
FR,2011,6,2,Thursday,Ascension Day,National holiday,2011-6-2
FR,2011,6,13,Monday,Whit Monday,National holiday,2011-6-13
FR,2011,7,14,Thursday,Bastille Day,National holiday,2011-7-14
FR,2011,8,15,Monday,Assumption of Mary,National holiday,2011-8-15
FR,2011,11,1,Tuesday,All Saints' Day,National holiday,2011-11-1
FR,2011,11,11,Friday,Armistice Day,National holiday,2011-11-11
FR,2011,12,25,Sunday,Christmas Day,National holiday,2011-12-25
FR,2011,12,26,Monday,St Stephen's Day,Local holiday,2011-12-26
TR,2016,1,1,Friday,New Year's Day,National holiday,2016-1-1
TR,2016,4,23,Saturday,National Sovereignty and Children's Day,National holiday,2016-4-23
TR,2016,5,1,Sunday,Labor and Solidarity Day,National holiday,2016-5-1
TR,2016,5,19,Thursday,"Commemoration of Atatürk, Youth and Sports Day",National holiday,2016-5-19
TR,2016,7,5,Tuesday,Ramadan Feast,National holiday,2016-7-5
TR,2016,8,30,Tuesday,Victory Day,National holiday,2016-8-30
TR,2016,9,12,Monday,Sacrifice Feast,National holiday,2016-9-12
TR,2016,10,29,Saturday,Republic Day,National holiday,2016-10-29
TR,2015,1,1,Thursday,New Year's Day,National holiday,2015-1-1
TR,2015,4,23,Thursday,National Sovereignty and Children's Day,National holiday,2015-4-23
TR,2015,5,1,Friday,Labor and Solidarity Day,National holiday,2015-5-1
TR,2015,5,19,Tuesday,"Commemoration of Atatürk, Youth and Sports Day",National holiday,2015-5-19
TR,2015,7,17,Friday,Ramadan Feast,National holiday,2015-7-17
TR,2015,8,30,Sunday,Victory Day,National holiday,2015-8-30
TR,2015,9,24,Thursday,Sacrifice Feast,National holiday,2015-9-24
TR,2015,10,29,Thursday,Republic Day,National holiday,2015-10-29
TR,2014,1,1,Wednesday,New Year's Day,National holiday,2014-1-1
TR,2014,4,23,Wednesday,National Sovereignty and Children's Day,National holiday,2014-4-23
TR,2014,5,1,Thursday,Labor and Solidarity Day,National holiday,2014-5-1
TR,2014,5,19,Monday,"Commemoration of Atatürk, Youth and Sports Day",National holiday,2014-5-19
TR,2014,7,28,Monday,Ramadan Feast,National holiday,2014-7-28
TR,2014,8,30,Saturday,Victory Day,National holiday,2014-8-30
TR,2014,10,4,Saturday,Sacrifice Feast,National holiday,2014-10-4
TR,2014,10,29,Wednesday,Republic Day,National holiday,2014-10-29
TR,2013,1,1,Tuesday,New Year's Day,National holiday,2013-1-1
TR,2013,4,23,Tuesday,National Sovereignty and Children's Day,National holiday,2013-4-23
TR,2013,5,1,Wednesday,Labor and Solidarity Day,National holiday,2013-5-1
TR,2013,5,19,Sunday,"Commemoration of Atatürk, Youth and Sports Day",National holiday,2013-5-19
TR,2013,8,8,Thursday,Ramadan Feast,National holiday,2013-8-8
TR,2013,8,30,Friday,Victory Day,National holiday,2013-8-30
TR,2013,10,15,Tuesday,Sacrifice Feast,National holiday,2013-10-15
TR,2013,10,29,Tuesday,Republic Day,National holiday,2013-10-29
TR,2012,1,1,Sunday,New Year's Day,National holiday,2012-1-1
TR,2012,4,23,Monday,National Sovereignty and Children's Day,National holiday,2012-4-23
TR,2012,5,1,Tuesday,Labor and Solidarity Day,National holiday,2012-5-1
TR,2012,5,19,Saturday,"Commemoration of Atatürk, Youth and Sports Day",National holiday,2012-5-19
TR,2012,8,19,Sunday,Ramadan Feast,National holiday,2012-8-19
TR,2012,8,30,Thursday,Victory Day,National holiday,2012-8-30
TR,2012,10,25,Thursday,Sacrifice Feast,National holiday,2012-10-25
TR,2012,10,29,Monday,Republic Day,National holiday,2012-10-29
TR,2011,1,1,Saturday,New Year's Day,National holiday,2011-1-1
TR,2011,4,23,Saturday,National Sovereignty and Children's Day,National holiday,2011-4-23
TR,2011,5,1,Sunday,Labor and Solidarity Day,National holiday,2011-5-1
TR,2011,5,19,Thursday,"Commemoration of Atatürk, Youth and Sports Day",National holiday,2011-5-19
TR,2011,8,30,Tuesday,Victory Day,National holiday,2011-8-30
TR,2011,8,30,Tuesday,Ramadan Feast,National holiday,2011-8-30
TR,2011,10,29,Saturday,Republic Day,National holiday,2011-10-29
TR,2011,11,6,Sunday,Sacrifice Feast,National holiday,2011-11-6
RU,2016,1,1,Friday,New Year's Day,National holiday,2016-1-1
RU,2016,1,4,Monday,New Year Holiday Week,National holiday,2016-1-4
RU,2016,1,5,Tuesday,New Year Holiday Week,National holiday,2016-1-5
RU,2016,1,6,Wednesday,New Year Holiday Week,National holiday,2016-1-6
RU,2016,1,7,Thursday,Orthodox Christmas Day,National holiday,2016-1-7
RU,2016,1,8,Friday,New Year Holiday Week,National holiday,2016-1-8
RU,2016,2,23,Tuesday,Defender of the Fatherland Day,National holiday,2016-2-23
RU,2016,3,8,Tuesday,International Women's Day,National holiday,2016-3-8
RU,2016,5,1,Sunday,Spring and Labor Day,National holiday,2016-5-1
RU,2016,5,2,Monday,Spring and Labor Day observed,National holiday,2016-5-2
RU,2016,5,9,Monday,Victory Day,National holiday,2016-5-9
RU,2016,6,12,Sunday,Russia Day,National holiday,2016-6-12
RU,2016,6,13,Monday,Russia Day observed,National holiday,2016-6-13
RU,2016,11,4,Friday,Unity Day,National holiday,2016-11-4
RU,2015,1,1,Thursday,New Year's Day,National holiday,2015-1-1
RU,2015,1,2,Friday,New Year Holiday Week,National holiday,2015-1-2
RU,2015,1,3,Saturday,New Year Holiday Week,National holiday,2015-1-3
RU,2015,1,4,Sunday,New Year Holiday Week,National holiday,2015-1-4
RU,2015,1,5,Monday,New Year Holiday Week,National holiday,2015-1-5
RU,2015,1,6,Tuesday,New Year Holiday Week,National holiday,2015-1-6
RU,2015,1,7,Wednesday,Orthodox Christmas Day,National holiday,2015-1-7
RU,2015,1,8,Thursday,New Year Holiday Week,National holiday,2015-1-8
RU,2015,1,9,Friday,New Year Holiday Week,National holiday,2015-1-9
RU,2015,2,23,Monday,Defender of the Fatherland Day,National holiday,2015-2-23
RU,2015,3,8,Sunday,International Women's Day,National holiday,2015-3-8
RU,2015,3,9,Monday,International Women's Day observed,National holiday,2015-3-9
RU,2015,5,1,Friday,Spring and Labor Day,National holiday,2015-5-1
RU,2015,5,4,Monday,Public Holiday,National holiday,2015-5-4
RU,2015,5,9,Saturday,Victory Day,National holiday,2015-5-9
RU,2015,5,11,Monday,Victory Day observed,National holiday,2015-5-11
RU,2015,6,12,Friday,Russia Day,National holiday,2015-6-12
RU,2015,11,4,Wednesday,Unity Day,National holiday,2015-11-4
RU,2014,1,1,Wednesday,New Year's Day,National holiday,2014-1-1
RU,2014,1,2,Thursday,New Year Holiday Week,National holiday,2014-1-2
RU,2014,1,3,Friday,New Year Holiday Week,National holiday,2014-1-3
RU,2014,1,6,Monday,New Year Holiday Week,National holiday,2014-1-6
RU,2014,1,7,Tuesday,Orthodox Christmas Day,National holiday,2014-1-7
RU,2014,1,8,Wednesday,New Year Holiday Week,National holiday,2014-1-8
RU,2014,2,22,Saturday,Defender of the Fatherland Day holiday,National holiday,2014-2-22
RU,2014,2,23,Sunday,Defender of the Fatherland Day,National holiday,2014-2-23
RU,2014,3,8,Saturday,International Women's Day,National holiday,2014-3-8
RU,2014,3,9,Sunday,International Womens' Day holiday,National holiday,2014-3-9
RU,2014,3,10,Monday,International Women's Day observed,National holiday,2014-3-10
RU,2014,5,1,Thursday,Spring and Labor Day,National holiday,2014-5-1
RU,2014,5,2,Friday,Spring and Labor Day Holiday,National holiday,2014-5-2
RU,2014,5,3,Saturday,Spring and Labor Day Holiday,National holiday,2014-5-3
RU,2014,5,4,Sunday,Spring and Labor Day Holiday,National holiday,2014-5-4
RU,2014,5,9,Friday,Victory Day,National holiday,2014-5-9
RU,2014,5,10,Saturday,Victory Day Holiday,National holiday,2014-5-10
RU,2014,5,11,Sunday,Victory Day Holiday 2,National holiday,2014-5-11
RU,2014,6,12,Thursday,Russia Day,National holiday,2014-6-12
RU,2014,6,13,Friday,Russia Day Weekend,National holiday,2014-6-13
RU,2014,6,14,Saturday,Russia Day Weekend,National holiday,2014-6-14
RU,2014,6,15,Sunday,Russia Day Weekend,National holiday,2014-6-15
RU,2014,11,1,Saturday,Public holiday,National holiday,2014-11-1
RU,2014,11,2,Sunday,Public holiday,National holiday,2014-11-2
RU,2014,11,3,Monday,Public Holiday,National holiday,2014-11-3
RU,2014,11,4,Tuesday,Unity Day,National holiday,2014-11-4
RU,2013,1,1,Tuesday,New Year's Day,National holiday,2013-1-1
RU,2013,1,2,Wednesday,New Year Holiday Week,National holiday,2013-1-2
RU,2013,1,3,Thursday,New Year Holiday Week,National holiday,2013-1-3
RU,2013,1,4,Friday,New Year Holiday Week,National holiday,2013-1-4
RU,2013,1,7,Monday,Orthodox Christmas Day,National holiday,2013-1-7
RU,2013,1,8,Tuesday,New Year Holiday Week,National holiday,2013-1-8
RU,2013,2,23,Saturday,Defender of the Fatherland Day,National holiday,2013-2-23
RU,2013,3,8,Friday,International Women's Day,National holiday,2013-3-8
RU,2013,5,1,Wednesday,Spring and Labor Day,National holiday,2013-5-1
RU,2013,5,2,Thursday,Spring and Labor Day Holiday,National holiday,2013-5-2
RU,2013,5,3,Friday,Spring and Labor Day Holiday,National holiday,2013-5-3
RU,2013,5,9,Thursday,Victory Day,National holiday,2013-5-9
RU,2013,5,10,Friday,Defender of the Fatherland Day holiday,National holiday,2013-5-10
RU,2013,5,10,Friday,Victory Day Holiday,National holiday,2013-5-10
RU,2013,6,12,Wednesday,Russia Day,National holiday,2013-6-12
RU,2013,11,4,Monday,Unity Day,National holiday,2013-11-4
RU,2013,12,30,Monday,New Year Holiday Week,De facto holiday,2013-12-30
RU,2013,12,31,Tuesday,New Year Holiday Week,De facto holiday,2013-12-31
RU,2012,1,1,Sunday,New Year's Day,National holiday,2012-1-1
RU,2012,1,2,Monday,New Year Holiday Week,National holiday,2012-1-2
RU,2012,1,3,Tuesday,New Year Holiday Week,National holiday,2012-1-3
RU,2012,1,4,Wednesday,New Year Holiday Week,National holiday,2012-1-4
RU,2012,1,5,Thursday,New Year Holiday Week,National holiday,2012-1-5
RU,2012,1,6,Friday,New Year Holiday Week,National holiday,2012-1-6
RU,2012,1,7,Saturday,Orthodox Christmas Day,National holiday,2012-1-7
RU,2012,1,9,Monday,New Year Holiday Week,National holiday,2012-1-9
RU,2012,1,10,Tuesday,New Year Holiday Week,De facto holiday,2012-1-10
RU,2012,2,23,Thursday,Defender of the Fatherland Day,National holiday,2012-2-23
RU,2012,3,8,Thursday,International Women's Day,National holiday,2012-3-8
RU,2012,3,9,Friday,Bridge Public holiday,National holiday,2012-3-9
RU,2012,4,30,Monday,Spring and Labor Day Holiday,National holiday,2012-4-30
RU,2012,5,1,Tuesday,Spring and Labor Day,National holiday,2012-5-1
RU,2012,5,9,Wednesday,Victory Day,National holiday,2012-5-9
RU,2012,6,11,Monday,Russia Day Weekend,National holiday,2012-6-11
RU,2012,6,12,Tuesday,Russia Day,National holiday,2012-6-12
RU,2012,11,4,Sunday,Unity Day,National holiday,2012-11-4
RU,2012,11,5,Monday,Unity Day observed,National holiday,2012-11-5
RU,2011,1,1,Saturday,New Year's Day,National holiday,2011-1-1
RU,2011,1,3,Monday,New Year Holiday Week,National holiday,2011-1-3
RU,2011,1,4,Tuesday,New Year Holiday Week,National holiday,2011-1-4
RU,2011,1,5,Wednesday,New Year Holiday Week,National holiday,2011-1-5
RU,2011,1,6,Thursday,New Year Holiday Week,National holiday,2011-1-6
RU,2011,1,7,Friday,Orthodox Christmas Day,National holiday,2011-1-7
RU,2011,1,10,Monday,New Year Holiday Week,De facto holiday,2011-1-10
RU,2011,2,23,Wednesday,Defender of the Fatherland Day,National holiday,2011-2-23
RU,2011,3,8,Tuesday,International Women's Day,National holiday,2011-3-8
RU,2011,5,1,Sunday,Spring and Labor Day,National holiday,2011-5-1
RU,2011,5,2,Monday,Spring and Labor Day observed,National holiday,2011-5-2
RU,2011,5,9,Monday,Victory Day,National holiday,2011-5-9
RU,2011,6,12,Sunday,Russia Day,National holiday,2011-6-12
RU,2011,6,13,Monday,Russia Day observed,National holiday,2011-6-13
RU,2011,11,4,Friday,Unity Day,National holiday,2011-11-4
FI,2016,1,1,Thursday,New Year's Day,National holiday,2016-1-1
FI,2016,1,6,Tuesday,Epiphany,National holiday,2016-1-6
FI,2016,4,3,Friday,Good Friday,National holiday,2016-4-3
FI,2016,4,5,Sunday,Easter Day,National holiday,2016-4-5
FI,2016,4,6,Monday,Easter Monday,National holiday,2016-4-6
FI,2016,5,1,Friday,May Day,National holiday,2016-5-1
FI,2016,5,10,Sunday,Mother's Day,De facto holiday,2016-5-10
FI,2016,5,14,Thursday,Ascension Day,National holiday,2016-5-14
FI,2016,5,24,Sunday,Whit Sunday,National holiday,2016-5-24
FI,2016,6,19,Friday,Midsummer Eve,De facto holiday,2016-6-19
FI,2016,6,20,Saturday,Midsummer,National holiday,2016-6-20
FI,2016,10,31,Saturday,All Saints' Day,National holiday,2016-10-31
FI,2016,11,8,Sunday,Father's Day,De facto holiday,2016-11-8
FI,2016,12,6,Sunday,Independence Day,National holiday,2016-12-6
FI,2016,12,24,Thursday,Christmas Eve,De facto holiday,2016-12-24
FI,2016,12,25,Friday,Christmas Day,National holiday,2016-12-25
FI,2016,12,26,Saturday,St. Stephen's Day,National holiday,2016-12-26
FI,2015,1,1,Thursday,New Year's Day,National holiday,2015-1-1
FI,2015,1,6,Tuesday,Epiphany,National holiday,2015-1-6
FI,2015,4,3,Friday,Good Friday,National holiday,2015-4-3
FI,2015,4,5,Sunday,Easter Day,National holiday,2015-4-5
FI,2015,4,6,Monday,Easter Monday,National holiday,2015-4-6
FI,2015,5,1,Friday,May Day,National holiday,2015-5-1
FI,2015,5,10,Sunday,Mother's Day,De facto holiday,2015-5-10
FI,2015,5,14,Thursday,Ascension Day,National holiday,2015-5-14
FI,2015,5,24,Sunday,Whit Sunday,National holiday,2015-5-24
FI,2015,6,19,Friday,Midsummer Eve,De facto holiday,2015-6-19
FI,2015,6,20,Saturday,Midsummer,National holiday,2015-6-20
FI,2015,10,31,Saturday,All Saints' Day,National holiday,2015-10-31
FI,2015,11,8,Sunday,Father's Day,De facto holiday,2015-11-8
FI,2015,12,6,Sunday,Independence Day,National holiday,2015-12-6
FI,2015,12,24,Thursday,Christmas Eve,De facto holiday,2015-12-24
FI,2015,12,25,Friday,Christmas Day,National holiday,2015-12-25
FI,2015,12,26,Saturday,St. Stephen's Day,National holiday,2015-12-26
FI,2014,1,1,Wednesday,New Year's Day,National holiday,2014-1-1
FI,2014,1,6,Monday,Epiphany,National holiday,2014-1-6
FI,2014,4,18,Friday,Good Friday,National holiday,2014-4-18
FI,2014,4,20,Sunday,Easter Day,National holiday,2014-4-20
FI,2014,4,21,Monday,Easter Monday,National holiday,2014-4-21
FI,2014,5,1,Thursday,May Day,National holiday,2014-5-1
FI,2014,5,11,Sunday,Mother's Day,De facto holiday,2014-5-11
FI,2014,5,29,Thursday,Ascension Day,National holiday,2014-5-29
FI,2014,6,8,Sunday,Whit Sunday,National holiday,2014-6-8
FI,2014,6,20,Friday,Midsummer Eve,De facto holiday,2014-6-20
FI,2014,6,21,Saturday,Midsummer,National holiday,2014-6-21
FI,2014,11,1,Saturday,All Saints' Day,National holiday,2014-11-1
FI,2014,11,9,Sunday,Father's Day,De facto holiday,2014-11-9
FI,2014,12,6,Saturday,Independence Day,National holiday,2014-12-6
FI,2014,12,24,Wednesday,Christmas Eve,De facto holiday,2014-12-24
FI,2014,12,25,Thursday,Christmas Day,National holiday,2014-12-25
FI,2014,12,26,Friday,St. Stephen's Day,National holiday,2014-12-26
FI,2013,1,1,Tuesday,New Year's Day,National holiday,2013-1-1
FI,2013,1,6,Sunday,Epiphany,National holiday,2013-1-6
FI,2013,3,29,Friday,Good Friday,National holiday,2013-3-29
FI,2013,3,31,Sunday,Easter Day,National holiday,2013-3-31
FI,2013,4,1,Monday,Easter Monday,National holiday,2013-4-1
FI,2013,5,1,Wednesday,May Day,National holiday,2013-5-1
FI,2013,5,9,Thursday,Ascension Day,National holiday,2013-5-9
FI,2013,5,12,Sunday,Mother's Day,De facto holiday,2013-5-12
FI,2013,5,19,Sunday,Whit Sunday,National holiday,2013-5-19
FI,2013,6,21,Friday,Midsummer Eve,De facto holiday,2013-6-21
FI,2013,6,22,Saturday,Midsummer,National holiday,2013-6-22
FI,2013,11,2,Saturday,All Saints' Day,National holiday,2013-11-2
FI,2013,11,10,Sunday,Father's Day,De facto holiday,2013-11-10
FI,2013,12,6,Friday,Independence Day,National holiday,2013-12-6
FI,2013,12,24,Tuesday,Christmas Eve,De facto holiday,2013-12-24
FI,2013,12,25,Wednesday,Christmas Day,National holiday,2013-12-25
FI,2013,12,26,Thursday,St. Stephen's Day,National holiday,2013-12-26
FI,2012,1,1,Sunday,New Year's Day,National holiday,2012-1-1
FI,2012,1,6,Friday,Epiphany,National holiday,2012-1-6
FI,2012,4,6,Friday,Good Friday,National holiday,2012-4-6
FI,2012,4,8,Sunday,Easter Day,National holiday,2012-4-8
FI,2012,4,9,Monday,Easter Monday,National holiday,2012-4-9
FI,2012,5,1,Tuesday,May Day,National holiday,2012-5-1
FI,2012,5,13,Sunday,Mother's Day,De facto holiday,2012-5-13
FI,2012,5,17,Thursday,Ascension Day,National holiday,2012-5-17
FI,2012,5,27,Sunday,Whit Sunday,National holiday,2012-5-27
FI,2012,6,22,Friday,Midsummer Eve,De facto holiday,2012-6-22
FI,2012,6,23,Saturday,Midsummer,National holiday,2012-6-23
FI,2012,11,3,Saturday,All Saints' Day,National holiday,2012-11-3
FI,2012,11,11,Sunday,Father's Day,De facto holiday,2012-11-11
FI,2012,12,6,Thursday,Independence Day,National holiday,2012-12-6
FI,2012,12,24,Monday,Christmas Eve,De facto holiday,2012-12-24
FI,2012,12,25,Tuesday,Christmas Day,National holiday,2012-12-25
FI,2012,12,26,Wednesday,St. Stephen's Day,National holiday,2012-12-26
FI,2011,1,1,Saturday,New Year's Day,National holiday,2011-1-1
FI,2011,1,6,Thursday,Epiphany,National holiday,2011-1-6
FI,2011,4,22,Friday,Good Friday,National holiday,2011-4-22
FI,2011,4,24,Sunday,Easter Day,National holiday,2011-4-24
FI,2011,4,25,Monday,Easter Monday,National holiday,2011-4-25
FI,2011,5,1,Sunday,May Day,National holiday,2011-5-1
FI,2011,5,8,Sunday,Mother's Day,De facto holiday,2011-5-8
FI,2011,6,2,Thursday,Ascension Day,National holiday,2011-6-2
FI,2011,6,12,Sunday,Whit Sunday,National holiday,2011-6-12
FI,2011,6,24,Friday,Midsummer Eve,De facto holiday,2011-6-24
FI,2011,6,25,Saturday,Midsummer,National holiday,2011-6-25
FI,2011,11,5,Saturday,All Saints' Day,National holiday,2011-11-5
FI,2011,11,13,Sunday,Father's Day,De facto holiday,2011-11-13
FI,2011,12,6,Tuesday,Independence Day,National holiday,2011-12-6
FI,2011,12,24,Saturday,Christmas Eve,De facto holiday,2011-12-24
FI,2011,12,25,Sunday,Christmas Day,National holiday,2011-12-25
FI,2011,12,26,Monday,St. Stephen's Day,National holiday,2011-12-26
UA,2016,1,1,Friday,New Year's Day,National holiday,2016-1-1
UA,2016,1,7,Thursday,Christmas Day,National holiday,2016-1-7
UA,2016,1,8,Friday,Christmas Day holiday,National holiday,2016-1-8
UA,2016,1,9,Saturday,Christmas Day holiday,National holiday,2016-1-9
UA,2016,3,8,Tuesday,International Women's Day,National holiday,2016-3-8
UA,2016,5,1,Sunday,Orthodox Easter Day,National holiday,2016-5-1
UA,2016,5,2,Monday,Orthodox Easter Day holiday,National holiday,2016-5-2
UA,2016,5,2,Monday,Labor Day,National holiday,2016-5-2
UA,2016,5,3,Tuesday,Labor Day Holiday,National holiday,2016-5-3
UA,2016,5,9,Monday,Victory Day / Memorial Day,National holiday,2016-5-9
UA,2016,6,19,Sunday,Orthodox Pentecost,National holiday,2016-6-19
UA,2016,6,20,Monday,Orthodox Pentecost holiday,National holiday,2016-6-20
UA,2016,6,28,Tuesday,Constitution Day,National holiday,2016-6-28
UA,2016,8,24,Wednesday,Independence Day,National holiday,2016-8-24
UA,2016,10,14,Friday,Defenders' Day,National holiday,2016-10-14
UA,2015,1,1,Thursday,New Year's Day,National holiday,2015-1-1
UA,2015,1,2,Friday,New Year's Day holiday,National holiday,2015-1-2
UA,2015,1,7,Wednesday,Christmas Day,National holiday,2015-1-7
UA,2015,1,8,Thursday,Christmas Day holiday,National holiday,2015-1-8
UA,2015,1,9,Friday,Christmas Day holiday,National holiday,2015-1-9
UA,2015,3,8,Sunday,International Women's Day,National holiday,2015-3-8
UA,2015,3,9,Monday,International Women's Day observed,National holiday,2015-3-9
UA,2015,4,12,Sunday,Orthodox Easter Day,National holiday,2015-4-12
UA,2015,4,13,Monday,Orthodox Easter Day holiday,National holiday,2015-4-13
UA,2015,5,1,Friday,Labor Day,National holiday,2015-5-1
UA,2015,5,4,Monday,Labor Day Holiday,National holiday,2015-5-4
UA,2015,5,9,Saturday,Victory Day / Memorial Day,National holiday,2015-5-9
UA,2015,5,11,Monday,Victory Day / Memorial Day observed,National holiday,2015-5-11
UA,2015,5,31,Sunday,Orthodox Pentecost,National holiday,2015-5-31
UA,2015,6,1,Monday,Orthodox Pentecost holiday,National holiday,2015-6-1
UA,2015,6,28,Sunday,Constitution Day,National holiday,2015-6-28
UA,2015,6,29,Monday,Constitution Day observed,National holiday,2015-6-29
UA,2015,8,24,Monday,Independence Day,National holiday,2015-8-24
UA,2015,10,14,Wednesday,Defenders' Day,National holiday,2015-10-14
UA,2014,1,1,Wednesday,New Year's Day,National holiday,2014-1-1
UA,2014,1,2,Thursday,New Year's Day holiday,National holiday,2014-1-2
UA,2014,1,3,Friday,New Year's Day holiday,National holiday,2014-1-3
UA,2014,1,6,Monday,New Year's Day holiday,National holiday,2014-1-6
UA,2014,1,7,Tuesday,Christmas Day,National holiday,2014-1-7
UA,2014,3,8,Saturday,International Women's Day,National holiday,2014-3-8
UA,2014,3,10,Monday,International Women's Day observed,National holiday,2014-3-10
UA,2014,4,20,Sunday,Orthodox Easter Day,National holiday,2014-4-20
UA,2014,4,21,Monday,Orthodox Easter Day holiday,National holiday,2014-4-21
UA,2014,5,1,Thursday,Labor Day,National holiday,2014-5-1
UA,2014,5,2,Friday,Labor Day Holiday,National holiday,2014-5-2
UA,2014,5,9,Friday,Victory Day / Memorial Day,National holiday,2014-5-9
UA,2014,6,8,Sunday,Orthodox Pentecost,National holiday,2014-6-8
UA,2014,6,9,Monday,Orthodox Pentecost holiday,National holiday,2014-6-9
UA,2014,6,28,Saturday,Constitution Day,National holiday,2014-6-28
UA,2014,6,30,Monday,Constitution Day observed,National holiday,2014-6-30
UA,2014,8,24,Sunday,Independence Day,National holiday,2014-8-24
UA,2014,8,25,Monday,Independence Day observed,National holiday,2014-8-25
UA,2014,10,14,Tuesday,Defenders' Day,National holiday,2014-10-14
UA,2013,1,1,Tuesday,New Year's Day,National holiday,2013-1-1
UA,2013,1,7,Monday,Christmas Day,National holiday,2013-1-7
UA,2013,3,8,Friday,International Women's Day,National holiday,2013-3-8
UA,2013,5,1,Wednesday,Labor Day,National holiday,2013-5-1
UA,2013,5,2,Thursday,Labor Day Holiday,National holiday,2013-5-2
UA,2013,5,5,Sunday,Orthodox Easter Day,National holiday,2013-5-5
UA,2013,5,6,Monday,Orthodox Easter Day holiday,National holiday,2013-5-6
UA,2013,5,9,Thursday,Victory Day / Memorial Day,National holiday,2013-5-9
UA,2013,6,23,Sunday,Orthodox Pentecost,National holiday,2013-6-23
UA,2013,6,24,Monday,Orthodox Pentecost holiday,National holiday,2013-6-24
